User Location,Rating,Additional Ratings,Review Title,Review Text,Trip Type,Stay Date,Location,Hotel_ID,hotel_name
,5,,Exquisite 20th Wedding Anniversary dining experience and Staycation,"Excellence in service and food prepared for us, especially by Club Lounge and The Bay.

200/ 5 rating well deseved. Our commendations and salutations to:

Club Lounge: Fam, Aijhan, their wonderful team of chefs and servers for showcasing Japanese- inspired afternoon tea and breakfast!

The Bay: honestly it was our 3rd dining experience and we still csnt get enough of their italian- inspired cuisine (their pesto burrata oizza, sea bass, complimentary foccacia and desserts really make us come back)!",COUPLES,31-10-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
Abu Dhabi,5,"Value: 5
Location: 5
Cleanliness: 5
Service: 5",Our favourite breakfast in Dubai,We love the breakfast at Mandarin Oriental dubai and the service there was amazing especially from Aybuke who was so sweet and attentive to every request and ask. We really would like to highight what a great staff she is and hope she gets the recognition she deserves. The lobby is so beautiful and everything at this hotel is so lovely. We love to come back again and again.,COUPLES,31-07-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",A welcoming experience,The most welcoming experience that I have ever received. Was well looked after and as a personal touch was walked out to my limo after checking out by the reception staff. The room is spacious and very clean with a bouquet of flowers waiting in the room. Many thank Ms. Marisa,SOLO,31-10-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
Vestec,5,,Exceptional stay!,"My stay at the Mandarin Oriental Dubai was exceptional. The hotel’s luxurious ambiance and world-class amenities exceeded all expectations. The service was impeccable, with staff going above and beyond to ensure every need was met promptly and with genuine warmth. The rooms were spacious, beautifully designed, and offered stunning views. Dining options were diverse and of the highest quality. Whether relaxing by the pool or enjoying the spa, every moment felt like a retreat. I highly recommend this hotel for anyone seeking top-tier hospitality in Dubai.",FAMILY,31-10-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,"Value: 5
Rooms: 5
Location: 4
Cleanliness: 5
Service: 5
Sleep Quality: 5",an unforgettable birthday weekend in one Dubai's best hotels,"We arrived at the hotel in the afernoon after a short drive from Abu Dhabi . we were told that our room was ready , however but as a gesture of goodwill , since it was my wife's birthday and since it was our first stay at the hotel Mr hesham from the reception team gave us an upgrade to a junior suite with a stunning sea / pool view which is also located on a higher floor for additional privacy   ,all the while we waited for just a few minutes in the hotel lobby  where we were offered complimentary refreshing juice . 

The room was very clean luxurious and spacious   with a dining table and a living area in addition to  an  en suite bathroom and high end amenities. the balcony is very spacious with a stunning view . 

I had communicated with the hotel team a few days prior to our check in  namely Ms with Ms Loretta from the Guest relations who made sure that all birthday decorations were in the room and we were very pleasantly surprised to see the room very nicely decorated not to mention the birthday cake . 

the hotel staff were very friendly and helpful yet very professional and well trained . 
special thanks to Ms Afun Devi from the reception who actually took the time to write a personal birthday note to my wife which was a very nice touch !!

Room service was spot on and never delayed and not to mention the birthday pancake that was also provided to us during breakfast .

the final parting goodwill gesture was by Mr Asad from reception who gave us a late checkout till 4 pm .

we had a wonderful time at the hotel and highly recommend it to any one looking for a  relaxing break and especially those wishing to celebrate any special occasion as you will be pleasantly surprised 

finally i would like to thank the whole Mandarin oriental team for making this special occasion an unforgettable memory !!",COUPLES,30-09-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,,Awesome people!,"It was awesome. The service here is really breathe taking. For example my ice bath experience was awesome :) Also the breakfast. Just every little thing we did inside the hotel, was planned well and felt really good. The only thing we still need to try is the spa area 🙏",FRIENDS,30-09-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,,Lovely 🥰,"Firstly I want to thank 🙏 ESSAM from The bay restaurant he was so helpful when I was having my breakfast 🥞 honestly I could feel is Positive energy , without not forgetting the reception team all of them so welcoming 🤗 I am really happy with the service",COUPLES,30-09-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Outstanding experience,"The Mandarin Oriental Jumeira exceeded my expectations in every way! The hotel itself is stunning, but what made it truly special are the staff. I felt welcomed from the moment I arrived thanks to Asad who was very kind and  gave me a tour of the hotel and the room. The Concierge and Bellboys were extremely helpful and alert at all times. I would also like to mention the Spa, which is a must/try whilst staying at the hotel. Dr. Gibson, Room 250.",SOLO,31-08-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,,Best service and staff in the UAE in Mandarin,"BEST SERVICE IN THE WHOLE UAE, BEST STAFF , WELL DONE!!!!! You want to come back and you want to recommend to everyone !!!! We visited Jumeirah al Naseem, Jumeirah at Sadiaytt, The Address, Caesar Palace, Emirates Palace, Atlantis The Palm and Royal Atlantis, comparing all these hotels safely can say Mandarin Oriental , you guys are the BEST !!!!!!! Huge room , cleaning on the day of arrival we had three times , always perfectly cleaned room, whenever you go there, you will always have everything perfectly laid out and tucked in and cleaned , you will be bookmarked in the book, you will not be bothered if you are in the room, chic mattress, huge bed ,pastel linen, pillows , blankets, towels , renovation everything is chic , the most exquisite and varied breakfasts in the UAE and on the menu and in the buffet , the waiter as in Moscow does not leave you , your glass is constantly replenished with water, if you drink just water, exotic fruit always in huge abundance and berries, perfectly cleaned fruit , freshest, was even a cherry first seen it in a hotel in the UAE, I want to say that such care and attention as you will be surrounded in Mandarin , you will remember for life !!! If you need the best service and the best vacation, then you in Mandarin, if you need luxury and vip, then you here )))) Waiters, guys serving us from Tajikistan and Uzbekistan, one named Ali, the name of the other did not remember unfortunately, and all the staff of the restaurant huge hello and our gratitude and respect !!!  Our acquaintances, visiting Mandarin said that there is a Mandarin and all other hotels, we totally and absolutely agree, we used to say so about the Four Seasons, but having visited you, can safely say Mandarin in our list is now number 1!!!! Service on the beach, if you need shade, beech fights will make shade for you, moving umbrella and sunbed, always ask how you are doing, find out what to help and if we are happy with everything, we have changed towels because they are wet and in the sand, you will be cooled from a spray gun, if you wish to cool down, you will be offered cold sorbet, ice and cold water, Oleg on the beach, you are the BEST,thank you so much for your care. You have made our beach holiday unforgettable and the single best beach holiday of all the hotels we have been to, remember you warmly in the shower!!! Always absolutely everywhere in all areas of the hotel you are welcome and all absolutely staff try to provide you with the best service , you will be opened the door when you walk from the beach to the hotel, smile and say that they are very happy to see you and welcome back!!! At the moment we moved to Royal Atlantis, in terms of service and power , it was not even near Mandarin. Now about the downsides the hotel is bald, but it was written about in all the reviews, nothing changed, we were ready for it, what a beautiful Caesar Palace , what a green it enjoys and admires every beautiful plant there, here Mandarin very loses, you want more greenery and plants by the beach, an eye small area , it is practically non-existent, also dinners on the menu at Caesar Palace much tastier, and that the most unpleasant thing twice in the 5 days of our stay along the whole coast was a dirty brown strip in the sea , which was practically half a day (very unpleasant and uncomfortable swimming in such a sea( Photo of the sea attached. We go to the sea and for the sea , there are seaweeds on the shore , they are not taken from the sea by day (Well after the sea on Sadiyatt hardly anywhere else can like the sea , but we knew where we were going and generally tell you before new meetings beautiful Mandarin, you really VIP",COUPLES,31-05-2024,"Mandarin Oriental Jumeira, Dubai",77,mandarin oriental (uae)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",AN UNFORGETTABLE EXPERIENCE of LUXURY AT ITS BEST,"The hotel must be  lauded for its spacious and immaculate rooms, complete with amenities and comfort, and where Service is with a Smile.

Strategically located near the airport is a highlight, it is a boon for transit passengers. The elegant atmosphere and meticulous cleanliness require a mention and the service is  impeccable and polite.

Check in is quick and the executives at the front desk Kunika Thakur, Bhumika, Nishtha Khurana, Atul Gera and others are always ready to help.

The rooms are Immaculately clean and hygienic, and full compliments to the Housing staff.

JW cafe is wonderful and the Team of Kunal Sharma, Om, Shoaib, Momi Das, Rutik,and the chefs Rohit Satvi, Nilesh Telang and others make it a delightful experience with the large Delicious Spread laid out. Concern for the Environment is evident with a Green Plant on every Table.

The Lounge on the 17th Floor has its own story. With an awesome view of the Airport and the City, the staff at the Lounge Balphi, Shahbaaz, chef Roy, Laasya, and others, Patil, Rutik, Nishant, Rupali Kumar, Priti Chatterjee offer impeccable service with a smile and make the experience memorable. 

Saamreen and Nisha at Guest Relations are always providing help and make the guests comfortable with their innovative ideas.

Check out is quick and The Experience is Unforgettable and one of the best",FAMILY,30-11-2024,JW Marriott Mumbai Sahar,78,jw marriott navi mumbai  (india )
